# SignalP-5.0	Organism: Eukarya	Timestamp: 20210412190349
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
C1_01290C_A	OTHER	0.000186	0.999814	
C1_00460W_A	OTHER	0.001453	0.998547	
C1_10850W_A	OTHER	0.000902	0.999098	
C6_02010C_A	OTHER	0.000733	0.999267	
C1_10140C_A	OTHER	0.000673	0.999327	
C1_07080W_A	OTHER	0.005483	0.994517	
C1_01090C_A	OTHER	0.002076	0.997924	
C7_02470C_A	OTHER	0.012502	0.987498	
C2_05590C_A	OTHER	0.012252	0.987748	
C5_00870C_A	OTHER	0.001045	0.998955	
C1_07180W_A	OTHER	0.004793	0.995207	
C4_05820W_A	OTHER	0.000498	0.999502	
C1_04220C_A	OTHER	0.002409	0.997591	
C1_07140C_A	OTHER	0.000867	0.999133	
CR_00410W_A	OTHER	0.000832	0.999168	
C7_01130C_A	OTHER	0.001951	0.998049	
C1_07540C_A	OTHER	0.000877	0.999123	
CR_09990W_A	OTHER	0.002096	0.997904	
C1_02250W_A	OTHER	0.000219	0.999781	
C1_00700W_A	OTHER	0.000571	0.999429	
C2_10360C_A	OTHER	0.000797	0.999203	
CR_07420W_A	OTHER	0.000388	0.999612	
C7_01270C_A	OTHER	0.000434	0.999566	
C6_00030W_A	OTHER	0.000359	0.999641	
C2_07630C_A	OTHER	0.000229	0.999771	
C1_04880C_A	OTHER	0.000511	0.999489	
C1_13690C_A	OTHER	0.000648	0.999352	
C1_08790W_A	OTHER	0.001552	0.998448	
CR_09750C_A	OTHER	0.001708	0.998292	
C1_01240W_A	OTHER	0.003841	0.996159	
C7_01400C_A	OTHER	0.000790	0.999210	
C5_02760W_A	OTHER	0.000220	0.999780	
C3_02280C_A	OTHER	0.002110	0.997890	
C3_06040W_A	OTHER	0.003661	0.996339	
C4_00720W_A	SP(Sec/SPI)	0.995554	0.004446	CS pos: 18-19. VNS-SV. Pr: 0.4707
C1_02020W_A	OTHER	0.000308	0.999692	
C1_01530C_A	OTHER	0.001101	0.998899	
C5_01280C_A	OTHER	0.002115	0.997885	
C1_10300W_A	OTHER	0.001408	0.998592	
C7_02420C_A	OTHER	0.000781	0.999219	
C2_07120W_A	OTHER	0.000788	0.999212	
C6_01550C_A	OTHER	0.000428	0.999572	
CR_02230W_A	OTHER	0.001816	0.998184	
C1_05290W_A	OTHER	0.000494	0.999506	
C5_00660C_A	OTHER	0.000945	0.999055	
C1_09130W_A	OTHER	0.036856	0.963144	
C7_00900W_A	OTHER	0.001877	0.998123	
C1_14150C_A	OTHER	0.038046	0.961954	
C2_10170C_A	OTHER	0.213552	0.786448	
C4_03280W_A	OTHER	0.003103	0.996897	
CR_03540W_A	OTHER	0.000562	0.999438	
C3_03650W_A	OTHER	0.000684	0.999316	
C5_00880C_A	OTHER	0.001366	0.998634	
C1_03770W_A	OTHER	0.000488	0.999512	
C2_04350C_A	OTHER	0.001382	0.998618	
CR_10040W_A	OTHER	0.000792	0.999208	
C4_04480C_A	OTHER	0.000539	0.999461	
CR_09520C_A	OTHER	0.000285	0.999715	
C5_02690W_A	OTHER	0.007151	0.992849	
CR_08350W_A	SP(Sec/SPI)	0.999316	0.000684	CS pos: 18-19. VNS-SI. Pr: 0.9588
C6_04030W_A	OTHER	0.000737	0.999263	
C2_01900C_A	OTHER	0.000482	0.999518	
C3_01270W_A	OTHER	0.003710	0.996290	
C1_00710C_A	OTHER	0.005810	0.994190	
C1_09320C_A	OTHER	0.002934	0.997066	
C3_01180C_A	OTHER	0.001254	0.998746	
C3_02390W_A	OTHER	0.000320	0.999680	
C2_05980C_A	OTHER	0.001595	0.998405	
C3_05090C_A	OTHER	0.000520	0.999480	
CR_10180W_A	OTHER	0.000141	0.999859	
CR_06570C_A	OTHER	0.025537	0.974463	
C4_00070C_A	OTHER	0.000747	0.999253	
C5_03750W_A	OTHER	0.001843	0.998157	
C2_00960C_A	OTHER	0.005534	0.994466	
C5_04380C_A	OTHER	0.000813	0.999187	
C2_06360C_A	OTHER	0.001084	0.998916	
C4_06610C_A	OTHER	0.001549	0.998451	
C1_00990C_A	OTHER	0.001164	0.998836	
C7_02220C_A	OTHER	0.001787	0.998213	
C2_10130W_A	OTHER	0.001000	0.999000	
C1_09510W_A	OTHER	0.000430	0.999570	
C3_06080W_A	OTHER	0.001801	0.998199	
C2_09150W_A	OTHER	0.066494	0.933506	
C7_01810W_A	OTHER	0.001613	0.998387	
C2_05280C_A	OTHER	0.001452	0.998548	
C6_00730W_A	OTHER	0.001265	0.998735	
C4_04840C_A	OTHER	0.001480	0.998520	
C1_05790W_A	OTHER	0.022067	0.977933	
C4_06970C_A	SP(Sec/SPI)	0.881054	0.118946	CS pos: 17-18. VYT-ET. Pr: 0.6361
C2_07750W_A	OTHER	0.003353	0.996647	
C7_02350C_A	OTHER	0.000503	0.999497	
C6_03230W_A	OTHER	0.000971	0.999029	
C3_01440C_A	OTHER	0.055062	0.944938	
CR_01340W_A	OTHER	0.002146	0.997854	
C4_04950W_A	OTHER	0.000461	0.999539	
C2_08640C_A	OTHER	0.163932	0.836068	
C7_03660C_A	OTHER	0.005059	0.994941	
C1_06600W_A	OTHER	0.000555	0.999445	
C2_09250W_A	OTHER	0.000742	0.999258	
C1_13410W_A	OTHER	0.002523	0.997477	
C1_05480C_A	OTHER	0.000436	0.999564	
C1_05370C_A	OTHER	0.000524	0.999476	
C2_02030W_A	OTHER	0.002668	0.997332	
C2_09220W_A	OTHER	0.004301	0.995699	
CR_08370W_A	OTHER	0.000848	0.999152	
C2_07370W_A	OTHER	0.000312	0.999688	
CR_08500W_A	OTHER	0.000342	0.999658	
C6_03180C_A	OTHER	0.000585	0.999415	
C2_08340C_A	OTHER	0.000742	0.999258	
C4_03420C_A	OTHER	0.148918	0.851084	
C5_04860C_A	OTHER	0.001180	0.998820	
C3_05780C_A	OTHER	0.001182	0.998818	
CR_07560W_A	OTHER	0.000301	0.999699	
C1_11900C_A	OTHER	0.000511	0.999489	
C7_02830C_A	SP(Sec/SPI)	0.942309	0.057691	CS pos: 14-15. IYA-GL. Pr: 0.6728
CR_06610W_A	OTHER	0.000717	0.999283	
C1_14110C_A	OTHER	0.001188	0.998812	
C1_08050W_A	OTHER	0.001069	0.998931	
C3_01370C_A	SP(Sec/SPI)	0.996733	0.003267	CS pos: 22-23. VKS-DL. Pr: 0.9214
C3_04340W_A	OTHER	0.000534	0.999466	
CR_09060W_A	OTHER	0.003907	0.996093	
CR_10800C_A	OTHER	0.000255	0.999745	
C3_07130W_A	OTHER	0.404479	0.595521	
C2_04340C_A	OTHER	0.004101	0.995899	
C3_05980C_A	OTHER	0.000789	0.999211	
C1_01450W_A	OTHER	0.005495	0.994505	
C2_06330C_A	OTHER	0.000945	0.999055	
C2_00860C_A	OTHER	0.004233	0.995767	
CR_00150C_A	OTHER	0.000321	0.999679	
C5_03440W_A	OTHER	0.000544	0.999456	
C3_00890C_A	OTHER	0.000869	0.999131	
C3_04080W_A	OTHER	0.001967	0.998033	
C1_06070W_A	OTHER	0.000712	0.999288	
C3_04570C_A	OTHER	0.000791	0.999209	
C4_06650W_A	OTHER	0.000683	0.999317	
C4_03380C_A	OTHER	0.468946	0.531054	
CR_02410W_A	OTHER	0.000993	0.999007	
C2_04020C_A	OTHER	0.000465	0.999535	
C2_09560C_A	OTHER	0.000261	0.999739	
C2_02510W_A	OTHER	0.000564	0.999436	
C2_10440C_A	OTHER	0.001511	0.998489	
C1_14590C_A	OTHER	0.000972	0.999028	
C3_01190C_A	OTHER	0.000402	0.999598	
C5_00370W_A	OTHER	0.000531	0.999469	
C1_07380C_A	OTHER	0.000920	0.999080	
C4_06480C_A	OTHER	0.000445	0.999555	
C1_02050C_A	OTHER	0.000631	0.999369	
C1_02420C_A	OTHER	0.002766	0.997234	
C7_02110W_A	OTHER	0.000296	0.999704	
C4_04920W_A	OTHER	0.001463	0.998537	
C1_14400C_A	OTHER	0.001162	0.998838	
CR_02910W_A	OTHER	0.000335	0.999665	
CR_04310C_A	OTHER	0.000780	0.999220	
C1_12430W_A	OTHER	0.000467	0.999533	
C2_08260W_A	OTHER	0.000892	0.999108	
CR_06550C_A	OTHER	0.002818	0.997182	
C4_04330C_A	OTHER	0.001564	0.998436	
C1_03560C_A	OTHER	0.001427	0.998573	
C4_01050C_A	OTHER	0.001730	0.998270	
C6_00740W_A	OTHER	0.147308	0.852692	
C4_01490W_A	OTHER	0.000878	0.999122	
C7_03170W_A	OTHER	0.000706	0.999294	
C1_13910C_A	OTHER	0.001741	0.998259	
C5_04020C_A	OTHER	0.000781	0.999219	
C6_01860C_A	OTHER	0.001062	0.998938	
C1_02920W_A	OTHER	0.001013	0.998987	
C3_07400W_A	OTHER	0.000957	0.999043	
CR_01180W_A	OTHER	0.000453	0.999547	
C1_01550W_A	OTHER	0.000546	0.999454	
C7_04310C_A	OTHER	0.002865	0.997135	
C1_12550C_A	OTHER	0.000512	0.999488	
C3_01460C_A	OTHER	0.000502	0.999498	
C1_12390C_A	OTHER	0.000214	0.999786	
C1_07610C_A	OTHER	0.000634	0.999366	
CR_01650W_A	OTHER	0.002904	0.997096	
C2_03690C_A	OTHER	0.037664	0.962336	
C7_01720W_A	OTHER	0.037590	0.962410	
C1_08890C_A	OTHER	0.000522	0.999478	
C2_03640W_A	OTHER	0.001080	0.998920	
C1_08180C_A	OTHER	0.001440	0.998560	
C2_09160W_A	OTHER	0.000162	0.999838	
C1_09600C_A	SP(Sec/SPI)	0.888559	0.111441	CS pos: 16-17. IFA-SL. Pr: 0.4756
C2_02100W_A	OTHER	0.000482	0.999518	
C1_05460W_A	OTHER	0.000795	0.999205	
C7_03240W_A	OTHER	0.000859	0.999141	
CR_04710W_A	OTHER	0.000063	0.999937	
CR_04940W_A	OTHER	0.000690	0.999310	
CR_04880W_A	OTHER	0.000957	0.999043	
CR_00160C_A	OTHER	0.001237	0.998763	
C7_00190W_A	SP(Sec/SPI)	0.862958	0.137042	CS pos: 25-26. ASA-QN. Pr: 0.7808
C4_02540W_A	OTHER	0.000523	0.999477	
C7_01500W_A	OTHER	0.001440	0.998560	
C6_04240W_A	OTHER	0.000342	0.999658	
C2_00890W_A	SP(Sec/SPI)	0.558930	0.441070	CS pos: 24-25. VSL-FN. Pr: 0.1760
C6_01050W_A	OTHER	0.000725	0.999275	
C6_04200C_A	OTHER	0.003120	0.996880	
C2_09720W_A	OTHER	0.001549	0.998451	
C2_01490C_A	OTHER	0.001031	0.998969	
C3_06170C_A	OTHER	0.000668	0.999332	
C2_03210W_A	OTHER	0.084268	0.915732	
C7_03630C_A	OTHER	0.000354	0.999646	
C6_02910W_A	OTHER	0.000578	0.999422	
C2_02270C_A	OTHER	0.001517	0.998483	
C2_06180C_A	OTHER	0.001229	0.998771	
C1_00950C_A	OTHER	0.000627	0.999373	
C4_06910W_A	OTHER	0.000980	0.999020	
C3_02950C_A	OTHER	0.001105	0.998895	
C1_06420C_A	OTHER	0.001065	0.998935	
C4_02910W_A	OTHER	0.022547	0.977453	
C3_02570W_A	OTHER	0.001593	0.998407	
C5_01230C_A	OTHER	0.000768	0.999232	
C3_00320W_A	OTHER	0.012546	0.987454	
CR_01440C_A	OTHER	0.003182	0.996818	
C1_00930C_A	OTHER	0.001870	0.998130	
C1_09580C_A	SP(Sec/SPI)	0.975187	0.024813	CS pos: 16-17. IFA-SP. Pr: 0.3648
C3_03170W_A	OTHER	0.003767	0.996233	
C1_07780W_A	OTHER	0.000391	0.999609	
CR_03960C_A	OTHER	0.001289	0.998711	
C1_00800C_A	OTHER	0.026259	0.973741	
C1_04860W_A	OTHER	0.001210	0.998790	
C4_07190W_A	OTHER	0.000322	0.999678	
C2_00910W_A	SP(Sec/SPI)	0.896896	0.103104	CS pos: 20-21. TLP-VS. Pr: 0.5415
CR_03600C_A	OTHER	0.031683	0.968317	
C3_03660W_A	OTHER	0.001249	0.998751	
CR_00040C_A	OTHER	0.002262	0.997738	
C5_02300C_A	OTHER	0.002285	0.997715	
C2_00670C_A	OTHER	0.000659	0.999341	
C1_11290W_A	OTHER	0.001840	0.998160	
C1_14460W_A	OTHER	0.006454	0.993546	
CR_00260W_A	OTHER	0.000727	0.999273	
C6_02220W_A	OTHER	0.009426	0.990574	
C1_02500W_A	OTHER	0.001518	0.998482	
CR_01860W_A	OTHER	0.000538	0.999462	
C1_08040W_A	OTHER	0.430067	0.569933	
C3_04160W_A	OTHER	0.000379	0.999621	
C3_02160C_A	OTHER	0.001299	0.998701	
C2_03960W_A	OTHER	0.000202	0.999798	
C6_01990W_A	SP(Sec/SPI)	0.984279	0.015721	CS pos: 17-18. CVA-TS. Pr: 0.3906
C3_00730W_A	OTHER	0.000371	0.999629	
C6_01460C_A	SP(Sec/SPI)	0.920627	0.079373	CS pos: 20-21. SIA-KK. Pr: 0.7224
CR_04330W_A	OTHER	0.000436	0.999564	
CR_05650W_A	OTHER	0.001302	0.998698	
C7_02770W_A	OTHER	0.001931	0.998069	
C1_07160C_A	OTHER	0.074304	0.925696	
C2_09380W_A	OTHER	0.000376	0.999624	
C7_02150C_A	OTHER	0.002021	0.997979	
C1_07590C_A	OTHER	0.000775	0.999225	
C7_03130C_A	OTHER	0.024676	0.975324	
C5_05430W_A	OTHER	0.000647	0.999353	
C5_03380W_A	OTHER	0.000449	0.999551	
C2_06170C_A	OTHER	0.000677	0.999323	
C3_07240W_A	SP(Sec/SPI)	0.970737	0.029263	CS pos: 25-26. CLC-DE. Pr: 0.9441
C3_05530W_A	SP(Sec/SPI)	0.996778	0.003222	CS pos: 17-18. CSA-QL. Pr: 0.9272
C5_00070W_A	OTHER	0.000512	0.999488	
C2_00580C_A	OTHER	0.001744	0.998256	
C1_09470C_A	OTHER	0.001197	0.998803	
C1_14480W_A	OTHER	0.001285	0.998715	
C4_03580W_A	OTHER	0.002383	0.997617	
C2_09000C_A	OTHER	0.049575	0.950425	
C6_03880W_A	OTHER	0.002355	0.997645	
C4_05070C_A	OTHER	0.001772	0.998228	
C2_10030C_A	SP(Sec/SPI)	0.885286	0.114714	CS pos: 17-18. ALA-AP. Pr: 0.5817
C5_00760W_A	OTHER	0.000558	0.999442	
C1_04550W_A	OTHER	0.000776	0.999224	
CR_08910C_A	OTHER	0.000190	0.999810	
CR_06430W_A	OTHER	0.001141	0.998859	
C1_06280C_A	OTHER	0.000744	0.999256	
C7_02520W_A	OTHER	0.000946	0.999054	
C4_05960W_A	OTHER	0.000997	0.999003	
C3_00360W_A	OTHER	0.000707	0.999293	
C4_04320W_A	SP(Sec/SPI)	0.995948	0.004052	CS pos: 20-21. AQA-TD. Pr: 0.8939
C6_04270W_A	OTHER	0.000527	0.999473	
C3_06280W_A	OTHER	0.001118	0.998882	
C5_03310C_A	OTHER	0.002320	0.997680	
C7_00650W_A	OTHER	0.027093	0.972907	
C3_07370W_A	OTHER	0.001197	0.998803	
C2_01920C_A	OTHER	0.000581	0.999419	
C7_03540C_A	OTHER	0.001415	0.998585	
C7_00150W_A	OTHER	0.016025	0.983975	
C4_01680W_A	OTHER	0.000631	0.999369	
C1_09150W_A	OTHER	0.006145	0.993855	
C5_00110C_A	OTHER	0.000217	0.999783	
C4_06740C_A	OTHER	0.000349	0.999651	
C2_09280C_A	OTHER	0.002390	0.997610	
C3_05170W_A	OTHER	0.000533	0.999467	
C5_03670C_A	OTHER	0.001489	0.998511	
C1_03960C_A	OTHER	0.000225	0.999775	
C4_02840C_A	OTHER	0.004224	0.995776	
C7_00870W_A	OTHER	0.001186	0.998814	
C3_00110C_A	OTHER	0.000208	0.999792	
C4_06470W_A	OTHER	0.000748	0.999252	
C3_07910W_A	OTHER	0.001914	0.998086	
C4_02860W_A	OTHER	0.000253	0.999747	
CR_06260W_A	OTHER	0.000403	0.999597	
CR_02760C_A	OTHER	0.001433	0.998567	
CR_06470W_A	OTHER	0.003505	0.996495	
C1_08540C_A	OTHER	0.000803	0.999197	
C1_03890W_A	OTHER	0.001195	0.998805	
C4_04530C_A	SP(Sec/SPI)	0.962652	0.037348	CS pos: 20-21. TLA-KF. Pr: 0.6803
C5_00270W_A	SP(Sec/SPI)	0.956078	0.043922	CS pos: 18-19. AAA-KG. Pr: 0.5901
C1_12450C_A	OTHER	0.000681	0.999319	
C1_06770W_A	OTHER	0.002208	0.997792	
C3_02770C_A	OTHER	0.001602	0.998398	
C1_03040W_A	OTHER	0.000637	0.999363	
C4_01470W_A	OTHER	0.000356	0.999644	
CR_04350C_A	OTHER	0.001002	0.998998	
C4_05850C_A	OTHER	0.000524	0.999476	
C2_09910C_A	OTHER	0.005707	0.994293	
C7_03850W_A	OTHER	0.000447	0.999553	
C6_00950C_A	OTHER	0.000256	0.999744	
C1_02960C_A	OTHER	0.000159	0.999841	
C3_04120C_A	OTHER	0.000818	0.999182	
C1_01490W_A	OTHER	0.000249	0.999751	
C6_00980C_A	SP(Sec/SPI)	0.995582	0.004418	CS pos: 20-21. ISA-HP. Pr: 0.9235
C5_03590W_A	OTHER	0.000835	0.999165	
C7_03760W_A	OTHER	0.001659	0.998341	
C7_03110W_A	SP(Sec/SPI)	0.994938	0.005062	CS pos: 26-27. ATA-NG. Pr: 0.5319
C4_00960W_A	OTHER	0.000542	0.999458	
C4_00240C_A	OTHER	0.131192	0.868808	
CR_09370W_A	OTHER	0.002833	0.997167	
CR_08260C_A	OTHER	0.068314	0.931686	
C1_02410C_A	OTHER	0.007438	0.992562	
CR_03710C_A	OTHER	0.001946	0.998054	
C7_00720W_A	OTHER	0.000576	0.999424	
C3_05610W_A	OTHER	0.192494	0.807506	
C2_00270C_A	OTHER	0.000290	0.999710	
CR_01410C_A	OTHER	0.002592	0.997408	
C2_02000W_A	OTHER	0.002340	0.997660	
C5_01450W_A	SP(Sec/SPI)	0.990084	0.009916	CS pos: 16-17. VLA-LP. Pr: 0.4695
CR_06660W_A	OTHER	0.001014	0.998986	
C1_01630W_A	OTHER	0.001755	0.998245	
C2_10450W_A	OTHER	0.000241	0.999759	
C5_03130W_A	OTHER	0.000401	0.999599	
C5_02290W_A	OTHER	0.004955	0.995045	
C1_04090C_A	OTHER	0.001152	0.998848	
C6_02500C_A	OTHER	0.000832	0.999168	
CR_03850W_A	OTHER	0.002210	0.997790	
C5_02790C_A	OTHER	0.001142	0.998858	
C4_00140C_A	OTHER	0.003562	0.996438	
C5_03290C_A	OTHER	0.030911	0.969089	
CR_04580W_A	OTHER	0.004190	0.995810	
C4_00050W_A	OTHER	0.000301	0.999699	
C2_08040C_A	OTHER	0.001085	0.998915	
C5_04200W_A	OTHER	0.029277	0.970723	
C2_02580W_A	OTHER	0.000675	0.999325	
C2_05050C_A	OTHER	0.020617	0.979383	
C3_01500C_A	OTHER	0.000813	0.999187	
C1_06510C_A	OTHER	0.003317	0.996683	
C2_01270W_A	OTHER	0.000942	0.999058	
C2_03250W_A	OTHER	0.002441	0.997559	
C1_00030C_A	OTHER	0.000268	0.999732	
C2_06650C_A	OTHER	0.000298	0.999702	
C1_01540W_A	OTHER	0.000622	0.999378	
C4_01460C_A	OTHER	0.004479	0.995521	
C1_03740W_A	OTHER	0.001600	0.998400	
CR_03480W_A	OTHER	0.005956	0.994044	
CR_01310W_A	OTHER	0.000541	0.999459	
C2_10270W_A	OTHER	0.002029	0.997971	
C2_01240C_A	OTHER	0.001519	0.998481	
C1_09680W_A	OTHER	0.002707	0.997293	
CR_05310W_A	OTHER	0.001855	0.998145	
C1_00840C_A	OTHER	0.000604	0.999396	
C2_07190C_A	OTHER	0.000446	0.999554	
C1_13300C_A	OTHER	0.000329	0.999671	
C3_00630W_A	OTHER	0.003057	0.996943	
C2_09590C_A	OTHER	0.001171	0.998829	
C1_03780C_A	OTHER	0.081163	0.918837	
C3_05580C_A	OTHER	0.000497	0.999503	
C1_01100W_A	OTHER	0.000679	0.999321	
C1_05410C_A	OTHER	0.003749	0.996251	
C4_00150C_A	OTHER	0.002336	0.997664	
C2_01660C_A	OTHER	0.001769	0.998231	
C5_04220W_A	OTHER	0.329427	0.670573	
C4_07050W_A	OTHER	0.002032	0.997968	
C2_09580W_A	OTHER	0.000628	0.999372	
C5_00890C_A	OTHER	0.000433	0.999567	
C2_01040W_A	OTHER	0.000526	0.999474	
C2_07240C_A	OTHER	0.004814	0.995186	
C7_00410C_A	OTHER	0.000783	0.999217	
C3_02970C_A	OTHER	0.000585	0.999415	
CR_00390W_A	OTHER	0.000456	0.999544	
C6_02440C_A	SP(Sec/SPI)	0.655280	0.344720	CS pos: 27-28. VNS-SY. Pr: 0.5706
CR_06440C_A	OTHER	0.001396	0.998604	
C1_12130C_A	OTHER	0.001163	0.998837	
C1_05060W_A	OTHER	0.000619	0.999381	
C2_04030C_A	OTHER	0.000950	0.999050	
C4_03780C_A	OTHER	0.000497	0.999503	
CR_03730C_A	OTHER	0.000481	0.999519	
C1_05280W_A	OTHER	0.128100	0.871900	
C2_07740W_A	OTHER	0.000369	0.999631	
C4_00920C_A	OTHER	0.000504	0.999496	
C4_00890W_A	OTHER	0.000826	0.999174	
C7_03610C_A	OTHER	0.002416	0.997584	
C1_10790W_A	OTHER	0.000806	0.999194	
C4_04230W_A	OTHER	0.000343	0.999657	
C2_03240C_A	OTHER	0.000939	0.999061	
C7_03360W_A	SP(Sec/SPI)	0.978975	0.021025	CS pos: 21-22. TNA-LV. Pr: 0.9089
C1_02100W_A	OTHER	0.000349	0.999651	
CR_02070C_A	OTHER	0.000965	0.999035	
C3_03140C_A	OTHER	0.001707	0.998293	
C7_01470C_A	OTHER	0.001819	0.998181	
C3_07120W_A	OTHER	0.001744	0.998256	
C2_03200W_A	OTHER	0.002251	0.997749	
CR_07040W_A	OTHER	0.002119	0.997881	
C3_03800W_A	OTHER	0.001655	0.998345	
CR_05890C_A	OTHER	0.000381	0.999619	
C4_02120W_A	OTHER	0.001109	0.998891	
C4_04510W_A	OTHER	0.000598	0.999402	
C2_06680W_A	OTHER	0.000621	0.999379	
CR_10770W_A	OTHER	0.001360	0.998640	
C3_04980W_A	OTHER	0.000879	0.999121	
C4_01230C_A	OTHER	0.000428	0.999572	
C2_07380W_A	OTHER	0.002108	0.997892	
C3_02250C_A	OTHER	0.030321	0.969679	
C2_06140C_A	OTHER	0.000484	0.999516	
C3_02810C_A	OTHER	0.001434	0.998566	
C4_02050W_A	OTHER	0.002433	0.997567	
C3_06770W_A	OTHER	0.000639	0.999361	
CR_05990C_A	OTHER	0.001144	0.998856	
C1_10090C_A	OTHER	0.000447	0.999553	
C4_06870W_A	OTHER	0.000228	0.999772	
C2_08500W_A	OTHER	0.000701	0.999299	
C3_01510W_A	OTHER	0.001070	0.998930	
C1_04280C_A	OTHER	0.223305	0.776695	
C3_04780C_A	OTHER	0.001224	0.998776	
C7_03810W_A	OTHER	0.001099	0.998901	
CR_03200C_A	OTHER	0.000546	0.999454	
C3_04740C_A	OTHER	0.002827	0.997173	
C1_04790W_A	OTHER	0.000572	0.999428	
CR_03160W_A	OTHER	0.000736	0.999264	
C1_13870W_A	OTHER	0.001155	0.998845	
C1_03640C_A	OTHER	0.000611	0.999389	
C1_05800C_A	OTHER	0.001018	0.998982	
C6_02560W_A	OTHER	0.005341	0.994659	
C2_00700W_A	OTHER	0.000324	0.999676	
C6_00390W_A	OTHER	0.002912	0.997088	
C4_00020W_A	OTHER	0.001020	0.998980	
C1_04690C_A	OTHER	0.018105	0.981895	
CR_08740W_A	OTHER	0.001952	0.998048	
CR_04680C_A	OTHER	0.009816	0.990184	
C1_03190C_A	SP(Sec/SPI)	0.989427	0.010573	CS pos: 18-19. ASA-AN. Pr: 0.7610
C4_00090W_A	SP(Sec/SPI)	0.981633	0.018367	CS pos: 17-18. ITA-NV. Pr: 0.5672
CR_08340W_A	OTHER	0.003592	0.996408	
C3_07620C_A	OTHER	0.000199	0.999801	
C1_06800W_A	OTHER	0.000866	0.999134	
CR_00550W_A	OTHER	0.009850	0.990150	
C2_10850C_A	OTHER	0.000607	0.999393	
C1_04500W_A	OTHER	0.000192	0.999808	
C6_03160C_A	OTHER	0.004545	0.995455	
C6_00590W_A	OTHER	0.001107	0.998893	
CR_09970W_A	OTHER	0.001705	0.998295	
C5_04700C_A	OTHER	0.002658	0.997342	
C2_05000C_A	OTHER	0.001608	0.998392	
C1_11480W_A	OTHER	0.001608	0.998392	
C6_00160W_A	SP(Sec/SPI)	0.995548	0.004452	CS pos: 17-18. ANA-NY. Pr: 0.8575
CR_01800C_A	OTHER	0.000538	0.999462	
CR_08510W_A	SP(Sec/SPI)	0.992909	0.007091	CS pos: 23-24. ALA-YY. Pr: 0.8836
C4_07180W_A	OTHER	0.028788	0.971212	
CR_10750C_A	OTHER	0.001328	0.998672	
C1_10250C_A	OTHER	0.000407	0.999593	
C4_02410C_A	OTHER	0.001203	0.998797	
CR_06290C_A	OTHER	0.000628	0.999372	
C1_12740W_A	OTHER	0.001595	0.998405	
C3_03470W_A	OTHER	0.000338	0.999662	
C1_03010W_A	OTHER	0.004058	0.995942	
C7_03270W_A	OTHER	0.001680	0.998320	
CR_00630W_A	OTHER	0.000631	0.999369	
C2_10830W_A	OTHER	0.001458	0.998542	
C1_03580W_A	OTHER	0.012338	0.987662	
CR_06090W_A	OTHER	0.003499	0.996501	
C4_07210W_A	OTHER	0.000550	0.999450	
CR_05100W_A	OTHER	0.000629	0.999371	
C2_03930C_A	OTHER	0.001080	0.998920	
C5_05060C_A	OTHER	0.000587	0.999413	
C5_04670W_A	OTHER	0.000738	0.999262	
C1_04430C_A	OTHER	0.001230	0.998770	
C1_02840W_A	OTHER	0.000455	0.999545	
C2_09230C_A	OTHER	0.001111	0.998889	
C2_02520W_A	OTHER	0.000683	0.999317	
C3_03760W_A	OTHER	0.000575	0.999425	
C4_05280W_A	OTHER	0.000307	0.999693	
C6_00800C_A	OTHER	0.002439	0.997561	
C7_03070C_A	OTHER	0.002932	0.997068	
C3_06490W_A	OTHER	0.001644	0.998356	
C6_01750C_A	OTHER	0.038608	0.961392	
C1_04060W_A	OTHER	0.000943	0.999057	
CR_05730C_A	OTHER	0.000411	0.999589	
C5_05100C_A	OTHER	0.000671	0.999329	
C1_08750W_A	OTHER	0.000363	0.999637	
C5_00250C_A	OTHER	0.000287	0.999713	
C5_01170W_A	OTHER	0.000551	0.999449	
C6_00260W_A	OTHER	0.000625	0.999375	
C1_07230W_A	OTHER	0.000178	0.999822	
C2_06010W_A	OTHER	0.110422	0.889578	
C1_08210C_A	OTHER	0.011138	0.988862	
C2_07390C_A	OTHER	0.180482	0.819518	
C6_02980C_A	OTHER	0.000801	0.999199	
C1_06000W_A	OTHER	0.000932	0.999068	
C3_03380W_A	OTHER	0.000471	0.999529	
C4_02300W_A	OTHER	0.000458	0.999542	
C3_00780W_A	OTHER	0.006960	0.993040	
C2_00530W_A	OTHER	0.024168	0.975832	
C2_07580W_A	OTHER	0.001402	0.998598	
C2_04410W_A	OTHER	0.001449	0.998551	
C1_01510W_A	OTHER	0.000369	0.999631	
C7_00810W_A	OTHER	0.001360	0.998640	
C1_07040C_A	SP(Sec/SPI)	0.967456	0.032544	CS pos: 23-24. VSS-KL. Pr: 0.6821
C1_11330C_A	OTHER	0.000860	0.999140	
C1_12180C_A	OTHER	0.000923	0.999077	
C5_02730C_A	OTHER	0.001114	0.998886	
C7_03250C_A	SP(Sec/SPI)	0.994932	0.005068	CS pos: 23-24. THA-SG. Pr: 0.8939
C2_06080C_A	OTHER	0.000604	0.999396	
C1_12160W_A	OTHER	0.003623	0.996377	
CR_01670W_A	OTHER	0.000373	0.999627	
C1_10840C_A	OTHER	0.001326	0.998674	
CR_01490C_A	OTHER	0.000371	0.999629	
C2_08650W_A	OTHER	0.000784	0.999216	
C4_06710W_A	OTHER	0.001086	0.998914	
C2_09170W_A	OTHER	0.000269	0.999731	
